120,172,199,207,287,288,296,297,334,362,384,416,534,537,578,599,689,702,756,778,818,827,911,951,976 27,90,130,157,172,196,212,249,260,278,290,310,361,398,433,491,499,558,620,854,865,915,923,935,967
33,83,137,164,204,210,295,350,422,487,539,545,555,597,622,625,660,687,736,752,758,858,909,937,987 64,91,95,97,115,188,208,211,236,273,339,352,381,441,454,613,652,750,816,829,892,897,923,947,954
8,16,54,100,103,112,150,176,195,222,321,384,421,468,472,565,587,592,642,690,707,755,768,798,870 28,42,145,188,198,245,302,303,310,321,378,383,437,462,610,639,659,670,710,766,834,866,873,928,953
126,169,175,216,302,328,344,465,470,473,485,488,501,523,570,699,723,780,783,818,826,868,901,910,984 48,99,127,308,359,376,433,465,496,502,621,625,628,679,703,768,775,842,870,899,952,960,967,972,982
3,18,87,198,207,212,223,262,327,382,431,532,561,633,659,694,714,719,764,796,819,831,922,978,989 31,76,121,186,221,270,277,299,302,359,387,446,499,599,663,665,750,758,763,806,833,837,845,855,884
57,133,170,186,215,266,306,357,393,455,472,496,590,621,659,666,689,730,732,781,792,826,902,965,973 20,43,109,138,140,154,191,216,248,311,346,350,368,531,548,616,633,639,651,656,750,755,815,878,905
31,45,99,167,168,199,271,344,396,404,515,516,584,668,681,711,725,731,765,769,910,945,963,977,995 9,17,50,55,117,181,240,308,388,468,538,588,651,660,683,737,750,760,791,816,842,920,931,950,995
40,58,88,111,126,144,178,207,255,310,342,351,362,398,546,550,646,657,803,846,858,886,915,918,963 50,80,91,95,120,165,207,239,260,297,298,334,376,391,428,457,467,509,541,550,558,680,777,830,856
32,66,74,178,204,209,215,236,279,319,342,387,419,460,489,491,540,550,610,651,721,790,792,899,935 10,86,101,135,150,199,237,314,375,410,469,479,501,703,712,726,758,777,794,800,807,838,856,870,978
55,82,109,166,293,300,303,337,455,490,521,540,549,569,617,619,664,684,755,787,809,813,832,843,865 51,90,91,192,300,302,329,368,399,436,575,657,677,702,754,819,838,843,866,881,890,894,937,984,988
