4,30,35,38,58,79,115,120,141,146,166,187,189,218,232,248,273,302,308,336,344,348,379,388,401,410,430,492,504,513,540,579,585,614,692,718,799,807,811,841,858,862,869,877,906,920,960,964,966,971 5,21,29,35,95,112,124,129,148,156,158,191,221,242,306,330,414,447,461,466,513,526,531,554,570,592,593,603,618,635,637,647,652,680,692,705,728,735,745,840,864,866,872,873,907,908,912,916,920,936
8,43,52,91,100,101,104,127,169,171,178,183,200,220,231,243,248,249,253,301,321,326,337,424,442,474,504,533,544,554,575,603,611,618,657,667,683,704,708,732,763,796,811,848,864,877,921,923,946,952 6,86,92,98,101,138,173,194,264,266,294,304,323,344,352,383,387,388,390,420,438,455,469,514,519,588,607,613,652,673,703,707,715,734,742,757,769,796,817,835,836,873,879,905,934,939,940,990,993,999
21,41,42,80,112,140,142,166,176,230,232,233,240,260,296,346,359,369,382,386,396,403,407,468,486,488,498,501,510,527,533,538,551,563,626,649,709,730,747,776,788,824,830,874,900,909,935,948,970,986 10,59,77,86,121,123,129,134,339,351,388,390,394,416,424,442,448,466,476,492,508,524,526,538,540,546,555,591,592,595,618,633,664,684,690,711,721,728,739,744,762,763,852,897,941,956,974,978,983,985
3,56,66,125,158,196,225,229,296,329,355,370,383,408,416,426,457,462,469,474,518,519,530,535,621,645,653,663,667,674,675,680,731,734,740,755,800,825,850,864,890,891,907,929,930,931,933,934,949,954 0,35,59,64,77,94,130,179,180,192,232,248,253,265,282,320,373,377,389,391,400,401,405,445,463,489,498,520,556,573,587,602,623,636,640,704,739,761,794,815,832,853,880,881,886,887,894,927,972,997
4,30,34,60,63,71,78,132,208,213,215,217,221,223,288,317,348,361,398,433,458,484,514,528,601,617,621,623,633,634,666,686,712,746,773,785,792,793,806,814,820,840,858,865,880,905,939,948,971,987 26,41,57,67,73,100,113,137,145,150,171,178,200,288,293,308,336,345,371,381,438,439,469,470,495,504,513,516,553,616,641,642,655,712,715,717,726,754,760,769,777,778,815,849,856,858,884,895,937,974
28,32,47,51,68,73,102,108,187,238,253,311,328,354,359,449,450,459,472,477,482,501,520,528,583,603,629,666,669,678,730,748,753,755,760,761,771,800,823,846,868,892,914,920,927,931,949,957,970,994 4,13,20,29,37,40,78,79,85,88,121,154,165,177,187,202,212,225,227,330,342,345,354,395,426,434,436,509,513,558,573,653,660,693,756,767,768,770,771,790,793,800,838,846,848,876,907,948,952,985
1,41,51,70,90,91,102,107,109,136,187,189,211,259,293,298,310,368,369,418,419,432,459,493,501,536,544,558,607,614,656,681,687,718,777,798,806,830,839,841,858,881,903,931,945,949,954,959,991,993 0,7,37,50,88,156,182,188,195,253,258,284,345,361,382,389,397,408,472,481,482,541,543,552,599,620,633,638,643,656,670,702,716,737,748,753,781,785,820,821,825,839,873,890,895,920,924,982,986,997
18,44,55,65,86,89,90,117,135,146,159,185,195,211,280,315,324,340,353,386,389,412,415,427,429,440,454,471,519,541,548,574,598,675,676,679,690,745,759,795,851,869,883,889,917,920,926,943,953,964 1,5,10,112,134,137,152,179,187,189,223,239,255,265,268,283,333,346,360,404,418,436,455,460,473,521,587,607,618,625,635,643,658,668,673,680,695,696,709,742,758,770,772,809,827,828,855,865,931,961
29,64,79,82,93,102,115,128,136,143,148,176,181,183,190,196,238,284,353,410,423,424,428,434,445,459,463,510,530,545,569,572,600,608,611,613,626,640,690,739,795,801,807,818,828,884,899,911,933,939 0,3,24,28,58,67,74,80,124,154,164,165,175,196,238,289,316,338,344,401,452,457,459,473,479,503,534,599,620,642,643,663,668,702,708,737,741,744,754,762,767,811,853,880,904,937,948,953,976,996
1,3,6,20,34,55,58,60,69,72,75,109,159,180,195,211,216,241,281,402,403,405,414,444,445,460,471,484,500,506,514,529,537,575,590,606,626,740,763,812,880,903,923,928,943,950,953,976,978,992 4,13,24,61,63,65,123,127,178,209,218,226,252,258,271,279,311,357,414,436,439,444,445,456,458,462,478,524,600,623,628,653,654,657,668,679,682,702,720,737,791,816,852,867,874,884,891,896,949,974
