15,32,39,59,92,95,138,158,182,189,193,219,227,257,274,290,306,379,382,435,438,453,454,483,486,545,550,554,608,612,628,694,738,840,841,846,855,856,874,876,886,891,899,918,919,943,944,982,983,996 52,56,73,91,99,105,114,146,150,151,159,250,256,289,291,300,362,377,391,398,401,481,505,514,517,531,535,537,543,550,559,612,629,637,654,692,707,769,776,788,789,836,890,905,907,938,949,979,987,988
4,12,71,79,96,119,131,145,160,162,203,211,220,268,273,278,290,298,299,317,341,417,419,432,452,464,505,544,558,620,623,632,662,681,696,711,718,723,729,734,740,767,823,824,863,895,907,924,930,996 47,52,62,69,103,113,117,143,167,196,198,222,229,253,279,299,314,329,334,351,363,391,407,510,538,541,542,548,551,610,617,628,647,676,680,730,731,734,746,748,776,779,817,837,848,873,876,899,921,933
0,18,25,45,55,70,143,154,167,193,204,207,217,241,279,284,293,323,325,330,333,370,389,395,401,459,476,488,516,529,536,541,560,585,594,599,623,651,688,699,714,724,733,742,747,784,816,817,820,909 25,28,39,53,77,95,96,104,131,164,223,228,256,274,301,311,338,343,349,360,378,380,389,422,430,448,541,553,564,599,631,637,639,647,663,672,692,693,735,759,766,770,829,841,874,878,894,965,969,994
80,84,85,96,109,111,115,128,135,138,155,167,185,195,199,200,234,235,239,272,298,368,396,423,424,438,494,495,498,537,598,602,638,641,644,649,749,770,779,818,827,842,860,862,905,921,923,975,987,998 1,17,66,68,71,80,85,112,136,140,141,166,194,264,276,289,328,341,349,350,351,371,407,430,454,459,509,530,544,579,591,606,617,627,634,685,687,688,719,721,725,731,748,765,829,841,843,844,895,944
3,4,16,35,87,97,115,125,132,152,170,173,237,263,283,327,336,349,388,391,402,419,420,431,505,513,537,541,551,584,600,624,647,666,706,718,724,731,751,757,764,785,805,833,851,881,895,912,980,999 28,31,42,68,76,77,128,147,154,172,207,209,242,296,308,327,374,409,413,416,431,435,475,478,503,510,525,542,590,650,666,670,678,714,736,743,748,768,787,813,814,819,821,830,905,906,912,920,945,978
11,13,34,60,118,143,149,164,198,246,263,270,296,301,315,327,334,409,415,432,434,449,456,479,520,525,601,628,629,631,681,706,712,713,736,743,755,758,763,777,780,783,800,818,829,851,895,898,994,996 16,49,54,82,116,123,126,167,178,235,244,289,335,341,369,387,403,451,456,469,530,534,538,585,589,606,613,676,699,709,711,723,736,752,763,805,819,835,836,844,864,865,866,870,928,939,977,979,988,999
24,61,91,116,136,176,209,211,230,237,248,317,322,334,354,362,364,413,433,460,467,472,484,498,504,516,570,578,634,645,669,689,695,728,734,767,798,821,824,832,836,887,890,903,918,943,970,978,980,988 38,47,68,120,136,169,170,174,179,190,197,200,249,258,274,334,342,350,370,371,391,406,451,453,454,469,470,505,590,615,667,669,699,701,713,718,734,746,765,781,782,815,832,835,845,853,882,911,936,940
8,33,100,112,115,116,131,135,175,203,221,242,267,274,289,351,359,367,381,400,462,495,550,551,584,600,602,604,617,633,662,668,676,691,739,762,772,778,808,825,835,837,853,854,865,869,895,900,956,985 5,11,32,36,42,56,99,114,152,167,187,224,263,277,298,303,355,371,375,386,389,410,459,464,482,489,490,497,544,601,618,647,678,695,701,713,718,730,753,759,773,801,862,880,922,924,941,980,984,998
29,35,44,97,102,112,117,143,203,245,249,251,254,280,290,310,322,347,368,370,381,404,435,438,448,461,480,487,493,507,531,540,558,574,598,633,649,680,698,734,744,754,773,810,819,829,929,930,955,980 19,20,51,54,112,114,122,144,157,159,173,182,212,234,285,302,342,368,371,400,418,469,475,489,495,515,538,571,575,576,580,586,628,629,634,648,666,677,679,695,756,770,832,834,888,895,907,931,958,992
10,31,51,100,160,167,174,179,186,213,229,244,271,282,311,357,370,371,448,460,478,479,480,491,495,505,514,535,573,578,585,601,626,653,674,679,696,733,752,797,802,824,851,863,872,906,911,956,960,967 4,22,42,49,50,93,107,111,121,135,142,209,230,245,250,324,351,353,369,395,399,404,470,543,587,595,633,659,664,682,696,699,756,764,769,772,774,782,786,804,807,815,820,850,928,935,939,940,962,988
