18,35,85,88,106,117,139,145,155,196,216,232,233,234,236,294,346,352,392,521,545,556,561,610,612,613,647,659,674,716,750,753,755,765,814,863,879,895,896,898,900,907,920,931,934,935,966,972,980,985 13,14,47,61,97,135,145,147,157,159,167,193,236,252,279,288,299,300,336,359,371,381,389,391,408,415,428,469,491,518,559,615,660,684,694,763,768,774,788,794,868,870,877,884,892,905,938,951,961,979
5,37,120,184,189,198,206,209,225,227,240,287,293,340,344,366,368,381,388,411,435,442,496,502,533,539,550,551,564,591,615,623,627,631,661,669,688,693,725,744,752,779,780,781,800,877,883,907,910,997 20,21,24,32,38,64,68,147,150,316,325,334,336,345,353,377,400,410,425,426,472,497,503,517,535,545,571,579,597,617,694,695,700,705,728,743,768,806,829,835,836,873,885,891,902,927,949,952,956,985
29,53,75,95,113,133,168,186,198,267,274,280,296,301,305,311,324,343,348,357,361,377,378,387,403,406,408,425,439,517,547,577,610,611,654,672,677,683,693,708,714,743,748,770,814,859,923,924,956,983 71,74,85,118,125,230,249,264,287,293,345,367,370,374,377,387,391,407,440,444,446,452,491,492,511,512,521,535,557,571,576,602,619,715,723,728,731,740,817,833,843,851,857,880,913,935,937,945,966,970
2,11,14,15,34,43,48,75,135,146,158,171,172,182,209,291,321,336,392,429,455,460,463,486,491,498,499,515,522,537,543,552,558,621,680,687,695,702,706,760,800,812,843,850,875,895,927,930,932,962 6,11,51,63,80,116,119,127,144,152,156,164,199,203,226,227,250,260,280,311,332,357,378,392,398,443,482,487,550,581,594,644,651,695,723,727,747,771,798,840,888,891,894,903,907,945,954,964,966,986
0,1,2,11,72,84,86,110,121,226,234,258,286,364,456,463,496,497,529,537,551,553,572,575,621,623,644,650,658,694,738,762,799,802,804,818,828,831,855,856,878,890,901,911,915,928,943,967,968,989 24,26,69,74,75,104,113,177,179,241,283,291,304,323,380,386,387,450,456,498,521,526,550,608,617,619,621,623,625,647,649,650,661,669,677,679,694,699,721,767,788,797,874,882,911,912,925,944,994,996
38,41,86,119,170,181,185,246,268,275,283,288,289,310,312,324,348,350,363,366,379,385,392,482,485,501,506,514,535,536,548,551,661,688,715,732,734,739,753,770,796,799,809,818,860,891,908,927,977,988 0,3,69,79,85,113,133,144,162,170,184,196,204,209,213,235,255,261,267,283,312,320,340,389,405,426,449,455,468,571,595,597,614,636,653,661,671,673,677,717,718,720,747,797,831,849,923,926,982,986
25,68,88,105,115,125,166,167,168,175,185,189,230,287,306,343,353,381,385,386,391,404,425,475,492,505,566,568,580,598,601,670,686,716,756,769,787,797,801,811,825,830,842,877,906,908,930,932,958,969 18,32,35,50,55,73,76,101,107,118,124,136,165,186,206,226,289,300,407,416,483,498,501,517,536,546,557,573,580,593,631,637,648,661,664,667,681,702,731,753,757,788,840,868,880,893,899,926,937,994
60,84,131,165,175,177,230,232,242,255,272,275,313,329,332,342,355,401,408,410,423,498,503,507,513,567,581,639,655,669,682,686,689,720,736,745,813,820,829,832,840,845,851,857,883,889,912,914,947,973 28,54,75,131,136,143,147,152,172,174,185,216,263,304,321,341,348,412,519,571,583,613,622,636,653,671,673,699,748,753,759,765,800,807,821,828,852,865,887,892,897,908,915,917,920,945,965,975,989,995
7,27,33,54,84,101,145,159,166,181,182,189,195,197,211,231,246,307,310,335,347,355,365,380,391,407,435,452,456,469,471,515,536,548,572,612,638,641,646,664,719,775,830,848,890,893,919,964,971,994 61,77,97,100,104,131,157,158,171,191,201,204,226,230,308,341,356,358,369,378,392,407,416,424,499,530,556,566,592,593,614,693,701,721,723,747,765,786,805,811,824,860,897,902,905,915,922,951,960,972
9,29,75,78,108,110,112,121,128,178,188,251,281,315,317,333,334,336,340,344,378,390,444,451,458,471,474,522,534,540,566,605,618,655,689,697,701,728,766,812,839,846,881,896,904,939,940,951,992,996 9,19,36,76,90,102,121,143,160,192,209,223,235,246,255,261,284,295,317,331,355,363,380,382,392,443,458,480,489,509,511,556,558,582,587,610,623,631,653,678,772,779,796,860,918,928,955,962,963,968
