21,66,67,80,91,160,186,214,259,265,270,279,316,320,324,344,350,351,352,353,400,434,449,455,482,503,511,513,546,561,578,584,632,644,708,717,728,737,751,764,774,789,810,840,844,865,891,893,922,936 44,94,112,118,210,267,275,287,301,350,373,381,388,430,454,460,475,482,486,487,537,558,566,571,593,596,610,621,643,660,669,724,731,735,763,804,815,831,857,876,888,894,927,934,937,963,966,967,981,983
78,94,117,118,170,174,209,213,239,249,273,292,299,302,321,324,325,364,423,467,469,471,501,535,584,600,607,608,615,645,648,684,686,688,691,704,726,732,754,774,821,875,880,894,901,944,952,981,986,997 14,15,18,54,67,86,100,200,206,222,237,251,286,316,327,357,363,370,371,375,377,411,438,439,453,466,484,536,550,552,564,609,627,644,651,654,659,747,754,767,769,771,835,836,854,881,933,951,967,976
12,33,36,41,42,49,77,99,132,168,171,173,214,223,229,236,296,324,327,346,357,358,421,461,490,582,619,623,642,656,658,669,670,685,706,734,737,745,776,781,809,841,842,882,932,937,940,970,978,982 18,30,42,81,90,100,127,130,163,167,210,247,248,250,257,269,274,309,327,340,355,360,362,373,394,395,400,461,462,465,473,503,528,592,621,647,666,674,729,734,764,879,883,909,930,942,945,964,975,993
12,26,35,41,45,67,70,104,140,142,157,166,201,202,272,285,295,307,320,328,344,349,353,355,365,379,386,388,414,419,439,518,521,543,553,561,578,588,609,612,615,647,695,776,777,881,884,956,967,986 19,52,95,133,158,224,256,261,268,281,356,370,380,382,383,408,411,422,424,430,439,450,457,463,506,530,557,564,572,588,637,665,669,673,689,699,711,733,746,790,801,830,849,853,888,945,948,968,969,970
14,117,139,204,208,237,253,264,269,274,290,308,319,343,348,380,384,406,408,412,455,501,516,548,556,569,609,611,648,658,670,677,728,750,758,761,768,778,790,802,820,835,850,881,908,912,921,941,948,962 45,57,63,67,100,102,136,173,238,246,258,285,341,361,372,375,386,411,439,462,484,488,509,568,576,586,599,603,631,638,655,664,667,686,714,716,732,735,746,794,795,806,817,865,870,897,922,943,972,976
12,34,53,67,73,121,219,240,248,282,293,325,393,416,462,468,474,488,495,496,505,533,566,585,590,596,614,624,640,650,657,668,674,712,785,786,804,827,834,847,848,867,881,884,890,904,910,914,969,987 22,23,24,35,42,62,73,91,126,144,145,168,181,205,217,239,246,273,302,324,337,363,390,393,405,411,446,454,459,490,543,544,595,599,667,669,701,705,715,769,773,796,802,806,814,827,852,886,948,995
17,20,33,38,59,60,61,98,106,110,116,124,163,232,242,281,284,291,314,328,348,390,407,413,415,429,434,467,480,483,518,525,530,542,572,586,615,676,711,717,726,734,811,829,869,884,885,936,942,980 61,74,85,94,180,183,209,288,290,292,294,296,352,376,380,387,400,415,420,421,434,466,469,485,486,495,552,560,586,604,623,648,652,657,695,699,702,730,732,759,763,786,811,820,855,858,875,931,939,955
6,65,90,107,173,194,224,259,264,267,268,275,296,306,311,328,347,360,366,434,477,497,512,519,561,582,587,600,660,686,688,694,734,736,750,765,794,804,829,830,846,890,892,909,918,920,948,953,975,981 0,21,28,34,36,41,54,71,87,91,93,108,123,125,153,190,220,222,243,284,290,366,436,445,459,494,511,526,533,541,557,560,571,573,577,588,630,664,671,682,717,724,728,808,862,863,878,933,974,994
26,43,119,158,176,188,197,217,221,252,279,314,338,346,348,402,404,422,452,485,487,492,502,507,509,530,591,592,605,616,619,668,669,698,718,739,753,788,804,817,822,841,850,877,893,936,955,972,979,980 16,55,118,125,129,151,174,189,197,200,205,235,259,277,288,328,329,332,350,362,377,380,393,412,435,449,534,566,590,600,602,609,638,647,660,681,727,739,743,765,766,779,796,822,848,897,899,957,960,962
20,73,128,148,187,210,247,250,255,269,289,297,314,318,378,388,439,441,450,471,499,521,529,538,540,552,577,596,604,623,644,666,686,701,747,755,756,757,759,795,800,855,876,892,903,938,941,951,985,995 4,15,46,55,95,163,184,200,221,258,264,275,304,315,329,378,384,424,436,481,484,490,520,535,551,595,599,606,629,640,642,646,684,687,699,717,725,734,740,773,779,783,836,851,879,911,914,928,936,988
