24,46,68,70,71,81,104,114,139,141,175,176,211,241,266,312,333,339,350,369,379,381,385,397,404,435,448,454,472,562,576,613,637,643,693,740,784,798,824,833,853,854,884,893,909,915,929,931,944,988 8,15,36,45,52,94,120,130,187,252,259,261,279,289,301,339,356,403,407,420,428,429,431,433,434,444,454,456,464,498,512,517,545,550,576,595,618,619,671,674,680,702,738,765,773,777,849,858,935,952
19,57,61,70,85,104,109,119,122,173,176,231,239,247,254,287,305,313,319,366,410,412,432,435,444,461,475,501,511,529,566,591,594,608,653,674,737,766,769,782,793,798,802,812,854,868,893,935,992,993 3,9,39,44,115,134,136,220,223,290,292,300,321,326,336,343,347,356,382,426,459,474,531,566,577,580,593,667,688,697,702,714,749,756,825,832,843,866,876,898,903,925,927,944,951,971,978,988,989,997
27,47,94,127,158,178,209,222,229,231,288,329,343,345,346,347,377,378,389,430,431,458,462,500,538,549,563,565,591,600,620,662,677,679,699,749,760,769,790,815,820,821,835,840,849,886,892,921,930,971 18,30,42,54,77,112,113,137,155,179,188,216,223,248,262,263,285,296,356,367,381,406,427,428,454,467,509,511,551,583,594,595,597,623,639,646,652,655,659,694,698,765,788,874,888,892,913,914,917,941
10,21,78,82,85,90,98,141,191,199,227,252,269,270,278,279,329,333,352,401,427,454,456,483,485,508,515,543,546,557,600,610,633,637,716,724,736,747,795,822,859,876,879,913,923,956,964,970,973,995 0,2,10,15,44,62,69,86,105,139,144,146,159,167,177,187,190,236,273,294,323,324,332,352,384,452,457,463,483,485,511,544,562,589,612,655,662,693,729,761,766,792,840,867,894,907,909,931,961,970
8,67,74,93,113,129,145,185,198,228,230,238,241,290,306,358,363,397,427,436,444,456,459,471,506,513,516,518,523,563,567,642,655,660,664,707,708,713,745,755,760,790,843,879,895,903,917,937,972,997 25,44,48,51,62,78,91,107,127,171,207,253,274,283,289,306,310,368,387,392,403,419,451,474,487,495,563,570,613,622,658,691,706,723,727,740,756,764,787,793,846,858,868,869,895,906,911,946,960,971
2,27,38,82,114,143,145,177,225,249,251,302,310,314,323,325,334,358,379,441,460,466,473,481,511,512,519,546,574,576,603,646,648,664,671,673,755,756,784,814,826,835,838,860,914,915,939,953,971,991 32,59,77,111,127,194,200,210,216,264,292,300,301,318,328,342,354,381,396,419,421,423,429,432,467,476,508,510,535,570,594,603,607,611,690,692,710,737,742,748,773,807,842,866,897,912,941,967,968,995
29,30,112,113,151,162,173,182,184,218,232,259,262,293,304,315,323,345,354,370,384,405,411,447,451,475,487,498,510,522,525,535,538,557,570,595,614,619,637,646,700,707,722,802,831,856,899,928,940,986 10,27,31,34,57,64,94,118,170,180,205,210,238,266,269,271,280,284,285,319,329,337,360,362,379,392,398,439,443,529,543,645,652,672,681,708,723,739,743,746,748,755,784,789,799,815,837,889,931,933
5,9,27,68,104,106,107,117,138,188,208,225,228,253,274,286,292,313,345,359,389,413,420,426,435,464,522,535,583,593,614,632,659,668,711,720,724,770,772,777,779,791,801,816,851,908,918,945,947,963 3,47,59,75,94,147,163,166,192,193,203,227,241,250,275,286,344,369,377,383,385,389,394,432,468,493,497,512,523,578,583,614,622,642,657,661,667,695,698,724,734,738,746,757,798,806,865,897,955,958
3,15,37,48,63,65,96,118,134,136,143,145,166,187,218,224,320,327,374,375,410,414,420,440,489,511,531,544,549,584,607,608,648,676,731,772,798,820,832,859,872,879,884,909,912,918,956,964,965,968 6,24,32,54,56,57,59,76,109,136,143,167,179,248,276,289,346,368,390,391,421,448,472,498,506,527,533,536,568,579,636,651,704,773,783,790,819,838,848,872,874,882,888,896,918,921,927,934,957,987
1,38,73,95,133,146,158,163,175,181,197,218,241,251,288,301,339,381,385,417,455,457,468,471,490,521,550,559,562,580,591,618,626,636,639,641,670,698,708,740,745,756,866,879,883,893,905,932,983,989 1,3,4,51,56,108,139,149,161,170,191,194,196,197,198,242,258,263,268,281,311,315,342,353,388,448,450,511,523,548,551,562,601,607,636,641,642,644,684,693,744,748,813,841,862,864,886,961,964,986
