37,68,71,85,89,100,104,109,114,139,148,158,182,198,203,250,281,329,350,371,385,389,393,403,432,464,495,510,535,544,546,573,595,599,641,658,692,700,720,729,778,787,800,834,890,902,961,962,984,998 2,54,104,124,143,164,173,185,196,207,223,238,247,250,252,299,304,319,320,323,328,358,376,384,396,402,403,418,425,457,459,531,532,609,639,657,659,665,669,704,721,763,766,774,784,790,871,891,892,918
45,49,71,73,84,98,106,136,138,142,171,182,202,206,234,253,268,287,291,361,388,425,438,447,458,467,488,540,555,566,610,640,656,666,684,690,695,700,707,775,777,782,831,843,864,890,937,962,970,992 15,35,42,63,77,86,90,96,128,131,137,160,178,191,195,221,238,249,288,325,328,331,398,402,432,448,465,504,518,527,528,582,617,638,646,668,690,702,779,793,826,835,837,843,905,907,935,946,954,982
8,22,46,61,89,96,134,183,226,246,250,253,288,292,299,355,367,387,398,401,409,423,437,473,527,533,541,543,547,558,563,571,587,596,662,733,753,773,776,807,838,855,868,870,893,898,933,957,970,972 30,37,39,64,78,108,121,150,163,199,212,242,248,249,266,277,290,354,373,394,431,446,464,524,534,535,558,561,623,649,670,681,698,701,726,747,748,751,778,790,814,851,867,877,879,884,898,922,974,999
22,59,98,108,113,125,127,177,200,240,250,255,273,274,276,292,303,314,332,333,356,372,378,388,431,453,480,489,498,526,531,543,588,589,591,610,631,642,654,671,679,693,701,734,740,746,776,793,843,889 3,6,43,65,73,75,99,102,140,148,193,239,241,244,292,307,310,331,345,355,359,372,381,411,436,447,453,492,549,551,642,684,689,703,715,739,747,751,763,819,863,904,924,934,935,942,951,954,957,988
9,27,38,55,56,65,72,99,122,123,172,215,280,282,293,312,315,319,369,375,378,401,411,434,440,454,465,470,483,497,562,623,642,671,674,680,683,687,722,746,750,777,794,862,864,873,887,960,964,986 8,18,23,31,38,92,109,122,140,150,190,198,225,244,256,270,271,288,349,354,371,388,407,414,445,478,517,521,525,529,558,559,592,598,608,624,652,655,684,712,714,810,821,825,859,868,952,969,979,982
11,14,30,75,98,131,176,178,211,271,272,291,301,309,326,337,346,372,418,429,452,475,534,537,553,568,569,571,583,594,620,668,677,680,686,710,717,741,743,766,778,789,806,808,841,845,893,896,928,981 47,68,72,94,159,173,175,191,196,203,252,264,265,307,319,329,332,364,366,387,404,425,431,452,489,531,546,567,573,643,645,659,664,698,701,705,746,781,800,802,811,827,836,855,860,888,894,916,966,972
0,8,22,23,32,88,95,98,149,174,218,219,242,252,259,262,264,285,296,324,371,374,412,436,440,470,477,524,542,570,589,593,615,640,643,696,697,725,741,763,778,787,789,859,866,881,902,916,927,973 0,31,36,68,71,80,87,141,158,165,178,215,277,278,288,303,310,316,320,321,324,334,407,415,442,499,535,538,589,619,620,641,644,651,687,703,778,779,841,848,853,855,856,866,870,896,910,935,990,993
10,47,50,77,118,128,129,190,214,232,242,263,296,309,313,345,362,368,370,382,399,448,454,465,472,500,511,517,523,535,541,548,596,646,677,694,778,784,790,793,819,824,831,873,923,925,952,967,981,993 11,12,14,60,69,84,86,98,100,143,152,190,214,226,256,275,298,309,324,376,387,405,445,452,467,503,512,552,625,634,648,663,668,674,695,710,711,722,745,786,805,808,818,855,890,910,912,934,958,959
8,11,48,53,57,65,76,77,89,100,103,124,131,147,193,208,220,240,282,288,309,338,345,378,413,414,446,465,488,490,505,619,631,640,669,681,729,760,763,775,844,873,876,880,917,919,929,932,956,980 48,67,70,74,107,117,152,160,189,206,214,234,235,278,280,340,397,436,470,485,496,509,553,557,580,586,631,639,644,653,656,670,672,673,681,692,731,734,797,798,815,830,835,836,847,920,936,937,980,986
2,12,37,42,95,96,100,155,166,178,179,200,207,211,228,238,255,292,334,335,349,368,389,434,442,471,488,491,515,535,537,551,571,572,587,588,611,641,702,760,763,778,785,823,847,885,906,935,944,953 31,40,57,59,62,80,111,134,156,223,237,242,252,267,297,311,340,412,470,474,477,481,483,523,547,553,574,590,598,632,691,712,717,725,726,744,760,763,778,805,820,912,919,948,950,956,962,965,979,985
