1,6,27,67,106,149,198,201,300,350,365,398,407,408,426,431,460,477,490,491,514,566,598,609,637,647,668,671,680,694,696,699,738,770,771,798,814,818,824,839,856,864,872,873,898,904,929,950,979,991 72,124,148,204,209,218,224,240,249,251,283,301,346,351,353,361,391,421,430,432,445,478,496,497,513,541,545,557,579,583,587,603,606,640,688,702,703,742,748,777,790,820,884,903,909,911,920,957,974,987
3,36,88,160,174,176,183,185,193,195,203,221,261,298,302,314,335,337,401,403,405,426,427,429,464,468,545,576,580,594,621,637,685,707,744,753,759,766,784,813,815,823,824,848,892,893,894,930,946,979 3,48,65,106,108,110,144,155,160,193,216,218,268,275,310,376,399,418,447,453,463,486,489,525,526,552,564,578,580,603,658,681,682,714,742,760,778,782,794,798,800,844,850,861,913,920,948,960,982,999
19,101,110,121,123,137,220,235,253,307,311,312,313,319,363,378,387,407,435,448,476,496,511,518,544,551,570,576,580,610,626,629,674,678,692,710,719,725,774,793,796,815,820,837,845,864,905,943,958,993 40,90,182,191,222,223,260,261,312,313,319,328,345,356,358,395,404,435,468,483,484,501,504,510,570,587,589,615,631,647,675,684,688,690,695,697,714,718,723,725,736,786,815,820,847,891,896,918,941,953
6,27,63,87,91,97,169,206,223,241,243,246,247,273,276,279,291,336,375,385,449,497,498,540,553,556,557,561,609,610,624,627,631,641,651,655,661,690,696,712,718,735,757,780,784,826,843,944,983,994 20,49,56,58,85,89,97,112,129,142,174,182,246,250,267,291,305,317,331,337,381,407,454,456,473,487,494,504,511,515,543,562,569,589,649,653,662,679,763,773,831,842,887,896,903,914,945,987,991,997
28,78,123,147,190,193,206,212,216,260,285,293,316,346,355,359,364,379,396,401,410,414,443,453,465,472,488,493,499,515,521,540,580,584,585,600,666,694,713,754,788,808,815,848,852,853,881,896,954,988 1,18,29,56,80,156,191,213,250,280,291,308,345,354,390,393,410,439,459,476,493,526,537,548,549,569,578,605,607,616,631,660,662,672,680,709,731,752,787,791,793,802,821,838,927,932,966,971,974,997
11,29,36,61,69,102,111,160,168,185,220,246,250,257,276,309,339,341,377,378,379,402,411,438,443,447,450,463,477,481,489,520,581,607,616,619,636,648,676,680,688,693,709,722,805,809,852,864,967,995 60,73,84,95,100,140,152,159,175,185,213,223,255,256,260,267,271,326,332,399,404,417,466,490,503,507,517,606,609,635,637,642,681,708,721,742,772,803,809,820,821,833,842,853,895,925,927,966,989,997
44,196,217,234,245,248,263,311,327,337,345,359,363,375,394,397,411,454,455,477,487,528,534,538,550,565,610,622,633,659,669,679,702,709,721,730,739,757,759,765,776,843,865,876,882,889,900,942,944,984 10,39,53,73,101,106,111,128,146,163,167,173,193,209,225,247,275,276,317,328,369,383,428,453,468,491,506,536,538,589,597,598,611,646,673,686,699,701,706,711,718,807,808,809,863,919,941,942,972,999
4,26,52,87,109,117,167,206,213,219,223,237,258,260,291,333,373,378,385,390,404,406,414,429,440,485,527,578,604,632,641,650,713,721,723,796,824,826,839,852,858,862,883,911,931,933,945,949,951,983 11,27,32,39,41,61,68,83,102,119,139,187,242,271,291,319,321,333,412,479,482,522,550,565,576,583,610,619,662,667,702,706,720,721,748,755,756,813,825,831,857,862,872,891,927,932,944,963,983,990
4,30,58,104,143,158,159,169,194,248,260,271,293,300,301,302,307,319,324,352,411,440,452,456,467,470,495,533,535,554,569,575,583,625,633,646,656,665,717,719,724,727,755,761,782,818,834,947,958,998 10,102,104,105,111,112,155,192,231,234,237,253,275,330,377,385,388,389,402,408,426,440,443,449,453,459,465,500,567,576,585,609,625,631,637,638,651,660,696,711,730,733,793,804,857,865,867,916,970,993
6,111,126,132,142,157,176,215,256,270,272,278,288,296,363,368,369,380,391,411,414,421,427,462,465,483,486,494,502,506,510,513,554,568,603,625,627,650,657,693,697,742,852,861,876,948,972,978,982,997 17,31,74,107,115,125,126,127,155,169,206,208,234,243,273,276,281,299,315,349,372,386,406,414,415,430,460,476,479,483,494,515,534,572,594,629,647,671,684,704,712,743,766,772,833,850,852,946,978,980
